Date,Close Price,Open,High,Low,Vol.,Change %
4-Oct-13,5208,"5,234.90","5,234.90","5,197.70",412.51M,-0.51%
7-Oct-13,5161.1,"5,208.00","5,214.20","5,146.10",-,-0.90%
8-Oct-13,5149.4,"5,161.10","5,165.60","5,126.70",587.78M,-0.23%
9-Oct-13,5153,"5,144.80","5,157.90","5,118.90",479.79M,0.07%
10-Oct-13,5147.1,"5,153.00","5,153.00","5,126.80",529.17M,-0.11%
11-Oct-13,5230.9,"5,147.10","5,239.60","5,147.10",571.84M,1.63%
14-Oct-13,5207.9,"5,230.90","5,230.90","5,186.80",399.31M,-0.44%
15-Oct-13,5259.1,"5,207.90","5,266.90","5,207.90",569.76M,0.98%
16-Oct-13,5262.9,"5,259.10","5,269.90","5,230.50",566.35M,0.07%
17-Oct-13,5283.1,"5,262.90","5,294.10","5,262.90",709.87M,0.38%
18-Oct-13,5321.5,"5,283.20","5,326.50","5,283.20",629.82M,0.73%
21-Oct-13,5351.8,"5,321.50","5,366.10","5,321.50",536.17M,0.57%
22-Oct-13,5373.1,"5,351.80","5,380.40","5,351.80",675.37M,0.40%
23-Oct-13,5356.1,"5,373.10","5,402.40","5,355.00",682.84M,-0.32%
24-Oct-13,5372.9,"5,356.10","5,384.50","5,353.60",525.11M,0.31%
25-Oct-13,5386.3,"5,372.90","5,397.10","5,372.90",708.91M,0.25%
28-Oct-13,5441.4,"5,386.30","5,457.30","5,386.30",839.39M,1.02%
29-Oct-13,5415.5,"5,441.40","5,444.30","5,408.40",588.20M,-0.48%
30-Oct-13,5430.9,"5,415.50","5,444.10","5,415.50",590.43M,0.28%
31-Oct-13,5425.5,"5,430.90","5,446.10","5,398.60",678.07M,-0.10%
1-Nov-13,5411.1,"5,425.50","5,425.90","5,405.40",461.72M,-0.27%
4-Nov-13,5390.5,"5,411.10","5,430.50","5,388.80",480.77M,-0.38%
5-Nov-13,5432,"5,390.50","5,438.40","5,390.50",410.16M,0.77%
6-Nov-13,5433.8,"5,432.00","5,433.80","5,406.00",596.99M,0.03%
7-Nov-13,5422,"5,420.60","5,427.20","5,409.10",649.14M,-0.22%
8-Nov-13,5400.7,"5,422.00","5,422.00","5,379.90",596.86M,-0.39%
11-Nov-13,5387.1,"5,400.70","5,439.20","5,372.60",618.96M,-0.25%
12-Nov-13,5393.1,"5,387.10","5,420.90","5,386.10",593.55M,0.11%
13-Nov-13,5319.2,"5,393.10","5,393.10","5,308.50",712.53M,-1.37%
14-Nov-13,5355.4,"5,319.20","5,377.80","5,319.20",604.71M,0.68%
15-Nov-13,5401.7,"5,355.40","5,406.10","5,340.60",567.47M,0.86%
18-Nov-13,5384.7,"5,401.70","5,404.00","5,357.40",452.29M,-0.31%
19-Nov-13,5352.9,"5,384.70","5,384.70","5,345.00",578.27M,-0.59%
20-Nov-13,5307.7,"5,352.90","5,352.90","5,296.20",569.29M,-0.84%
21-Nov-13,5288.3,"5,307.70","5,307.70","5,284.90",725.62M,-0.37%
22-Nov-13,5335.9,"5,288.30","5,352.60","5,288.30",549.51M,0.90%
25-Nov-13,5352.8,"5,335.90","5,374.10","5,335.90",581.38M,0.32%
26-Nov-13,5357,"5,352.80","5,375.10","5,345.00",950.86M,0.08%
27-Nov-13,5332.9,"5,357.00","5,362.40","5,332.90",500.31M,-0.45%
28-Nov-13,5334.3,"5,332.90","5,367.10","5,332.90",628.91M,0.03%
29-Nov-13,5320.1,"5,334.30","5,339.20","5,308.10",626.81M,-0.27%
2-Dec-13,5279.5,"5,320.00","5,332.70","5,269.50",579.71M,-0.76%
3-Dec-13,5256.1,"5,279.50","5,283.80","5,253.20",692.55M,-0.44%
4-Dec-13,5273.8,"5,256.10","5,278.30","5,227.60",693.04M,0.34%
5-Dec-13,5198,"5,273.80","5,276.70","5,198.00",895.80M,-1.44%
6-Dec-13,5186,"5,198.00","5,198.60","5,154.60",533.06M,-0.23%
9-Dec-13,5144.4,"5,186.00","5,207.60","5,133.50",603.80M,-0.80%
10-Dec-13,5143.6,"5,144.40","5,185.40","5,140.70",751.94M,-0.02%
11-Dec-13,5104.3,"5,137.90","5,142.00","5,104.20",612.01M,-0.76%
12-Dec-13,5062.5,"5,104.30","5,115.70","5,028.20",919.77M,-0.82%
13-Dec-13,5098.4,"5,062.50","5,098.40","5,047.50",654.10M,0.71%
16-Dec-13,5089.6,"5,098.40","5,101.20","5,059.70",498.76M,-0.17%
17-Dec-13,5103.2,"5,089.60","5,134.70","5,084.30",626.69M,0.27%
18-Dec-13,5096.1,"5,103.20","5,115.60","5,093.30",657.35M,-0.14%
19-Dec-13,5202.2,"5,096.10","5,202.20","5,096.10",824.14M,2.08%
20-Dec-13,5265.2,"5,202.20","5,265.20","5,202.20",1.35B,1.21%
23-Dec-13,5291.9,"5,265.20","5,293.50","5,257.40",479.64M,0.51%
24-Dec-13,5327.2,"5,291.90","5,329.70","5,291.90",246.76M,0.67%
27-Dec-13,5324.1,"5,327.20","5,365.30","5,319.70",228.75M,-0.06%
30-Dec-13,5356.8,"5,324.10","5,356.80","5,324.10",311.51M,0.61%
31-Dec-13,5352.2,"5,356.80","5,367.40","5,338.90",265.90M,-0.09%
2-Jan-14,5367.9,"5,352.20","5,383.40","5,352.20",279.30M,0.29%
3-Jan-14,5350.1,"5,367.90","5,367.90","5,325.80",314.72M,-0.33%
6-Jan-14,5324.9,"5,350.10","5,362.00","5,317.40",345.32M,-0.47%
7-Jan-14,5317,"5,324.90","5,346.30","5,314.30",499.19M,-0.15%
8-Jan-14,5316,"5,317.00","5,353.00","5,303.70",501.84M,-0.02%
9-Jan-14,5324.4,"5,316.00","5,324.40","5,295.40",459.12M,0.16%
10-Jan-14,5312.4,"5,324.40","5,324.40","5,306.30",470.88M,-0.23%
13-Jan-14,5292.1,"5,312.40","5,318.00","5,288.10",394.52M,-0.38%
14-Jan-14,5212,"5,292.10","5,292.10","5,207.50",604.66M,-1.51%
15-Jan-14,5245.4,"5,212.00","5,256.10","5,212.00",536.09M,0.64%
16-Jan-14,5309.1,"5,245.40","5,309.10","5,245.40",612.86M,1.21%
17-Jan-14,5305.9,"5,309.10","5,319.30","5,283.90",548.87M,-0.06%
20-Jan-14,5295,"5,305.90","5,306.40","5,259.90",501.96M,-0.21%
21-Jan-14,5331.5,"5,295.00","5,331.50","5,276.10",450.26M,0.69%
22-Jan-14,5319.8,"5,331.50","5,331.50","5,285.40",496.24M,-0.22%
23-Jan-14,5263,"5,319.80","5,320.60","5,252.80",603.62M,-1.07%
24-Jan-14,5240.9,"5,263.00","5,278.60","5,240.90",614.73M,-0.42%
28-Jan-14,5175.1,"5,240.90","5,240.90","5,158.90",715.21M,-1.26%
29-Jan-14,5229,"5,175.10","5,229.00","5,175.10",606.92M,1.04%
30-Jan-14,5188.1,"5,229.10","5,229.10","5,161.50",654.07M,-0.78%
31-Jan-14,5190,"5,188.10","5,196.70","5,169.90",602.91M,0.04%
3-Feb-14,5187.9,"5,190.00","5,198.30","5,163.40",438.43M,-0.04%
4-Feb-14,5097.1,"5,187.90","5,187.90","5,092.00",795.70M,-1.75%
5-Feb-14,5070.3,"5,097.10","5,111.30","5,052.20",671.93M,-0.53%
6-Feb-14,5131.4,"5,070.30","5,131.40","5,070.30",563.19M,1.21%
7-Feb-14,5166.5,"5,131.40","5,168.60","5,131.40",662.85M,0.68%
10-Feb-14,5222.1,"5,166.50","5,222.10","5,166.50",522.48M,1.08%
11-Feb-14,5254.5,"5,222.10","5,261.90","5,204.80",496.46M,0.62%
12-Feb-14,5310.1,"5,254.50","5,310.10","5,254.50",722.02M,1.06%
13-Feb-14,5308.1,"5,309.70","5,332.50","5,303.40",628.08M,-0.04%
14-Feb-14,5356.3,"5,308.10","5,356.30","5,308.10",598.88M,0.91%
17-Feb-14,5382.9,"5,359.90","5,382.90","5,355.40",571.83M,0.50%
18-Feb-14,5392.8,"5,382.90","5,396.60","5,379.70",603.90M,0.18%
19-Feb-14,5408.2,"5,395.50","5,421.00","5,394.20",805.96M,0.29%
20-Feb-14,5412.3,"5,408.20","5,441.50","5,400.00",975.73M,0.08%
21-Feb-14,5438.7,"5,412.30","5,452.40","5,412.30",756.67M,0.49%
24-Feb-14,5440.2,"5,438.70","5,455.50","5,425.10",745.48M,0.03%
25-Feb-14,5433.8,"5,440.20","5,461.70","5,427.30",667.76M,-0.12%
26-Feb-14,5437,"5,433.80","5,452.70","5,422.40",723.60M,0.06%
27-Feb-14,5411.4,"5,437.00","5,437.00","5,406.20",731.14M,-0.47%
28-Feb-14,5404.8,"5,411.40","5,441.00","5,401.60",1.01B,-0.12%
2-Mar-14,5352.1,"5,404.80","5,404.80","5,350.90",149.20M,-0.98%
3-Mar-14,5384.3,"5,404.80","5,404.80","5,340.30",675.59M,0.60%
4-Mar-14,5400.2,"5,382.70","5,408.20","5,369.50",687.29M,0.30%
5-Mar-14,5446.2,"5,406.20","5,453.10","5,406.20",830.84M,0.85%
6-Mar-14,5445.9,"5,446.20","5,446.20","5,422.70",654.49M,-0.01%
7-Mar-14,5462.3,"5,445.90","5,462.30","5,444.30",596.03M,0.30%
9-Mar-14,5428.1,"5,462.30","5,462.30","5,427.00",107.96M,-0.63%
10-Mar-14,5411.5,"5,462.30","5,462.30","5,409.50",608.55M,-0.31%
11-Mar-14,5413.8,"5,411.40","5,433.40","5,404.40",801.11M,0.04%
12-Mar-14,5384.2,"5,413.80","5,413.80","5,345.90",702.20M,-0.55%
13-Mar-14,5412.6,"5,384.20","5,425.50","5,384.20",653.27M,0.53%
14-Mar-14,5329.4,"5,412.60","5,412.60","5,329.40",601.10M,-1.54%
16-Mar-14,5315.1,"5,329.40","5,329.40","5,311.40",96.70M,-0.27%
17-Mar-14,5317.6,"5,329.40","5,331.10","5,311.40",580.29M,0.05%
18-Mar-14,5344.6,"5,317.60","5,362.20","5,317.60",629.18M,0.51%
19-Mar-14,5355.6,"5,344.60","5,356.90","5,334.40",885.11M,0.21%
20-Mar-14,5294,"5,355.60","5,355.60","5,288.50",1.04B,-1.15%
21-Mar-14,5338.1,"5,294.00","5,338.10","5,294.00",1.21B,0.83%
23-Mar-14,5327.4,"5,338.10","5,338.10","5,301.40",132.32M,-0.20%
24-Mar-14,5346.9,"5,338.10","5,346.90","5,301.40",561.65M,0.37%
25-Mar-14,5336.6,"5,346.90","5,346.90","5,310.70",667.34M,-0.19%
26-Mar-14,5376.8,"5,336.60","5,394.20","5,336.60",701.67M,0.75%
27-Mar-14,5350.1,"5,376.80","5,376.80","5,322.20",638.89M,-0.50%
28-Mar-14,5366.9,"5,350.10","5,372.50","5,342.70",709.93M,0.31%
30-Mar-14,5403.2,"5,366.90","5,409.10","5,366.90",140.35M,0.68%
31-Mar-14,5394.8,"5,366.90","5,416.00","5,366.90",611.52M,-0.16%
1-Apr-14,5389.2,"5,394.80","5,400.60","5,350.50",631.79M,-0.10%
2-Apr-14,5403.3,"5,389.20","5,409.80","5,389.20",614.78M,0.26%
3-Apr-14,5409.9,"5,403.30","5,419.30","5,403.30",564.01M,0.12%
4-Apr-14,5422.8,"5,409.90","5,422.80","5,398.10",483.97M,0.24%
7-Apr-14,5413.7,"5,422.80","5,422.80","5,391.30",409.28M,-0.17%
8-Apr-14,5410.6,"5,413.70","5,419.20","5,392.30",480.87M,-0.06%
9-Apr-14,5463.8,"5,410.60","5,477.40","5,410.60",700.60M,0.98%
10-Apr-14,5480.8,"5,463.80","5,503.50","5,463.80",655.66M,0.31%
11-Apr-14,5428.6,"5,480.80","5,480.80","5,423.90",565.35M,-0.95%
14-Apr-14,5358.9,"5,428.60","5,428.60","5,358.90",530.09M,-1.28%
15-Apr-14,5388.2,"5,360.50","5,407.90","5,360.50",512.37M,0.55%
16-Apr-14,5420.3,"5,388.20","5,424.80","5,386.80",502.67M,0.60%
17-Apr-14,5454.2,"5,420.30","5,459.40","5,420.30",532.70M,0.63%
22-Apr-14,5479.3,"5,454.20","5,482.70","5,452.40",413.50M,0.46%
23-Apr-14,5517.8,"5,479.30","5,521.40","5,479.30",486.65M,0.70%
24-Apr-14,5531,"5,517.80","5,537.80","5,517.80",610.75M,0.24%
28-Apr-14,5536.1,"5,531.00","5,548.40","5,518.80",542.96M,0.09%
29-Apr-14,5486.6,"5,536.10","5,554.50","5,469.30",674.16M,-0.89%
30-Apr-14,5489.1,"5,486.60","5,507.60","5,463.60",630.03M,0.05%
1-May-14,5448.8,"5,489.10","5,500.70","5,439.30",532.03M,-0.73%
2-May-14,5458.1,"5,448.80","5,458.70","5,430.40",533.78M,0.17%
5-May-14,5462.2,"5,464.10","5,486.40","5,442.50",435.42M,0.08%
6-May-14,5481.4,"5,462.20","5,493.00","5,462.20",418.27M,0.35%
7-May-14,5435.8,"5,481.40","5,481.40","5,417.40",577.69M,-0.83%
8-May-14,5476.8,"5,435.80","5,484.10","5,435.80",552.61M,0.75%
9-May-14,5460.8,"5,476.80","5,476.80","5,431.50",515.92M,-0.29%
12-May-14,5448.4,"5,460.80","5,480.80","5,432.00",434.24M,-0.23%
13-May-14,5498.2,"5,448.40","5,504.60","5,448.40",735.28M,0.91%
14-May-14,5496.5,"5,498.20","5,506.00","5,474.00",522.42M,-0.03%
15-May-14,5510.8,"5,497.00","5,510.80","5,471.50",591.49M,0.26%
16-May-14,5479,"5,509.70","5,509.70","5,471.40",532.09M,-0.58%
19-May-14,5409,"5,479.00","5,479.00","5,409.00",646.25M,-1.28%
20-May-14,5420.4,"5,409.00","5,433.40","5,384.40",552.05M,0.21%
21-May-14,5424.6,"5,420.40","5,424.60","5,372.10",644.27M,0.08%
22-May-14,5479.9,"5,424.60","5,491.00","5,424.60",610.92M,1.02%
23-May-14,5492.8,"5,479.90","5,507.40","5,479.90",586.86M,0.24%
26-May-14,5512.8,"5,492.80","5,512.90","5,492.80",437.62M,0.36%
27-May-14,5511.7,"5,512.80","5,529.50","5,506.70",466.45M,-0.02%
28-May-14,5527.2,"5,511.70","5,541.70","5,511.70",523.15M,0.28%
29-May-14,5519.5,"5,527.20","5,528.50","5,503.60",445.01M,-0.14%
30-May-14,5492.5,"5,519.50","5,525.10","5,492.50",1.07B,-0.49%
2-Jun-14,5518.5,"5,484.10","5,522.60","5,482.00",553.32M,0.47%
3-Jun-14,5479.7,"5,518.50","5,526.00","5,478.50",670.40M,-0.70%
4-Jun-14,5444.8,"5,479.70","5,483.20","5,442.30",553.51M,-0.64%
5-Jun-14,5436.9,"5,444.80","5,455.30","5,416.80",583.53M,-0.15%
6-Jun-14,5464,"5,436.90","5,472.80","5,436.90",538.56M,0.50%
10-Jun-14,5469.7,"5,464.00","5,496.30","5,463.20",476.97M,0.10%
11-Jun-14,5454,"5,469.70","5,469.70","5,444.80",496.64M,-0.29%
12-Jun-14,5428.8,"5,454.00","5,454.00","5,423.00",535.68M,-0.46%
13-Jun-14,5405.1,"5,428.80","5,428.80","5,373.60",686.16M,-0.44%
16-Jun-14,5412.3,"5,405.10","5,412.30","5,380.30",596.46M,0.13%
17-Jun-14,5400.7,"5,412.30","5,417.00","5,389.00",601.52M,-0.21%
18-Jun-14,5382.7,"5,400.70","5,404.80","5,382.70",662.90M,-0.33%
19-Jun-14,5468.2,"5,382.70","5,468.20","5,382.70",884.75M,1.59%
20-Jun-14,5419.5,"5,468.20","5,468.20","5,418.00",897.20M,-0.89%
23-Jun-14,5453.3,"5,419.50","5,468.50","5,419.50",565.09M,0.62%
24-Jun-14,5432.8,"5,453.30","5,454.60","5,425.00",569.79M,-0.38%
25-Jun-14,5402,"5,432.80","5,432.80","5,378.80",648.64M,-0.57%
26-Jun-14,5464.3,"5,402.00","5,464.30","5,402.00",597.16M,1.15%
27-Jun-14,5445.1,"5,464.30","5,480.10","5,440.70",767.87M,-0.35%
30-Jun-14,5395.7,"5,444.80","5,445.90","5,395.70",539.20M,-0.91%
1-Jul-14,5375.9,"5,395.70","5,414.90","5,370.90",621.65M,-0.37%
2-Jul-14,5455.4,"5,375.90","5,455.40","5,375.90",593.55M,1.48%
3-Jul-14,5491.2,"5,457.10","5,499.80","5,457.10",575.61M,0.66%
4-Jul-14,5525,"5,491.20","5,531.70","5,491.20",501.97M,0.62%
7-Jul-14,5518.9,"5,525.00","5,535.90","5,514.20",405.93M,-0.11%
8-Jul-14,5510.9,"5,518.90","5,520.00","5,500.90",495.34M,-0.14%
9-Jul-14,5452.5,"5,510.90","5,510.90","5,439.50",513.12M,-1.06%
10-Jul-14,5464.4,"5,452.50","5,469.40","5,448.50",495.17M,0.22%
11-Jul-14,5486.8,"5,464.40","5,503.10","5,441.70",492.38M,0.41%
14-Jul-14,5511.4,"5,486.80","5,518.60","5,486.80",416.04M,0.45%
15-Jul-14,5511.3,"5,511.40","5,536.20","5,493.90",492.94M,0.00%
16-Jul-14,5518.9,"5,511.30","5,527.30","5,499.70",520.19M,0.14%
17-Jul-14,5522.4,"5,518.90","5,561.10","5,518.90",671.12M,0.06%
18-Jul-14,5531.7,"5,522.40","5,531.70","5,484.10",561.31M,0.17%
21-Jul-14,5539.9,"5,531.70","5,552.90","5,530.10",425.99M,0.15%
22-Jul-14,5543.3,"5,539.90","5,545.50","5,530.40",505.89M,0.06%
23-Jul-14,5576.7,"5,543.30","5,598.20","5,543.30",573.00M,0.60%
24-Jul-14,5587.8,"5,576.70","5,592.90","5,572.70",550.31M,0.20%
25-Jul-14,5583.5,"5,587.80","5,588.70","5,568.60",573.63M,-0.08%
28-Jul-14,5577.4,"5,583.50","5,587.50","5,558.90",477.88M,-0.11%
29-Jul-14,5588.4,"5,577.40","5,594.20","5,565.60",489.98M,0.20%
30-Jul-14,5622.9,"5,588.40","5,631.10","5,588.40",571.09M,0.62%
31-Jul-14,5632.9,"5,622.90","5,644.20","5,618.00",567.31M,0.18%
1-Aug-14,5556.4,"5,632.90","5,632.90","5,544.00",630.73M,-1.36%
4-Aug-14,5540.9,"5,556.40","5,556.40","5,524.60",362.98M,-0.28%
5-Aug-14,5518.6,"5,540.90","5,548.70","5,509.90",545.35M,-0.40%
6-Aug-14,5512,"5,518.70","5,518.70","5,495.10",527.83M,-0.12%
7-Aug-14,5509,"5,512.00","5,522.00","5,490.10",628.01M,-0.05%
8-Aug-14,5435.3,"5,509.00","5,509.00","5,425.20",690.35M,-1.34%
11-Aug-14,5457,"5,435.30","5,475.90","5,435.30",435.70M,0.40%
12-Aug-14,5530.3,"5,457.00","5,533.60","5,457.00",557.25M,1.34%
13-Aug-14,5514.7,"5,530.30","5,530.30","5,503.30",527.65M,-0.28%
14-Aug-14,5548.5,"5,514.70","5,558.40","5,514.70",659.99M,0.61%
15-Aug-14,5566.5,"5,548.50","5,578.50","5,545.00",489.60M,0.32%
18-Aug-14,5587.1,"5,566.50","5,587.10","5,566.50",404.13M,0.37%
19-Aug-14,5623.8,"5,587.10","5,626.60","5,582.50",652.27M,0.66%
20-Aug-14,5634.6,"5,623.80","5,639.40","5,604.20",602.85M,0.19%
21-Aug-14,5638.9,"5,634.60","5,679.50","5,634.60",761.01M,0.08%
22-Aug-14,5645.6,"5,638.90","5,662.70","5,638.90",569.74M,0.12%
25-Aug-14,5634.9,"5,645.60","5,650.20","5,625.00",534.55M,-0.19%
26-Aug-14,5637.6,"5,634.90","5,646.60","5,625.90",622.23M,0.05%
27-Aug-14,5651.2,"5,637.70","5,652.30","5,637.50",666.08M,0.24%
28-Aug-14,5624.4,"5,651.20","5,651.30","5,619.90",871.79M,-0.47%
29-Aug-14,5625.9,"5,624.40","5,630.60","5,614.30",886.32M,0.03%
1-Sep-14,5629.8,"5,625.90","5,654.00","5,625.90",459.82M,0.07%
2-Sep-14,5658.5,"5,629.80","5,658.50","5,617.90",491.52M,0.51%
3-Sep-14,5656.1,"5,658.50","5,672.70","5,643.60",606.65M,-0.04%
4-Sep-14,5631.3,"5,656.10","5,657.50","5,618.80",513.66M,-0.44%
5-Sep-14,5598.7,"5,631.30","5,631.30","5,592.90",486.21M,-0.58%
8-Sep-14,5577,"5,598.70","5,601.90","5,569.00",409.45M,-0.39%
9-Sep-14,5607.9,"5,577.00","5,607.90","5,575.20",489.49M,0.55%
10-Sep-14,5574.3,"5,607.90","5,607.90","5,557.40",561.74M,-0.60%
11-Sep-14,5546.1,"5,574.30","5,597.40","5,543.50",540.84M,-0.51%
12-Sep-14,5531.1,"5,546.10","5,548.70","5,509.80",544.60M,-0.27%
15-Sep-14,5473.5,"5,531.10","5,531.10","5,473.50",596.34M,-1.04%
16-Sep-14,5445.4,"5,468.20","5,484.50","5,440.50",627.04M,-0.51%
17-Sep-14,5407.3,"5,445.40","5,462.10","5,400.20",705.71M,-0.70%
18-Sep-14,5415.8,"5,407.30","5,431.70","5,373.40",830.24M,0.16%
19-Sep-14,5433.1,"5,415.80","5,443.20","5,415.50",974.44M,0.32%
22-Sep-14,5363,"5,433.20","5,434.00","5,351.10",628.23M,-1.29%
23-Sep-14,5415.7,"5,363.00","5,423.20","5,338.00",629.95M,0.98%
24-Sep-14,5375.8,"5,415.70","5,415.70","5,356.90",571.81M,-0.74%
25-Sep-14,5382.2,"5,375.80","5,412.90","5,373.30",535.41M,0.12%
26-Sep-14,5313.4,"5,382.20","5,382.20","5,309.80",624.44M,-1.28%
29-Sep-14,5264.2,"5,313.40","5,313.40","5,259.90",545.04M,-0.93%
30-Sep-14,5292.8,"5,264.20","5,292.80","5,253.10",647.25M,0.54%
1-Oct-14,5334.1,"5,292.80","5,337.20","5,244.00",606.40M,0.78%
2-Oct-14,5297.7,"5,334.10","5,334.10","5,283.00",541.55M,-0.68%
3-Oct-14,5318.2,"5,297.70","5,318.60","5,281.20",488.43M,0.39%
5-Oct-14,5302.4,"5,318.20","5,320.90","5,301.30",51.86M,-0.30%
6-Oct-14,5292.9,"5,318.20","5,320.90","5,277.90",327.02M,-0.18%
7-Oct-14,5284.2,"5,292.90","5,319.60","5,208.30",678.52M,-0.16%
8-Oct-14,5241.3,"5,284.20","5,284.20","5,209.70",528.20M,-0.81%
9-Oct-14,5296.7,"5,241.30","5,324.60","5,241.30",626.02M,1.06%
10-Oct-14,5188.3,"5,295.70","5,295.70","5,187.60",710.52M,-2.05%
12-Oct-14,5153.5,"5,188.30","5,188.30","5,122.00",136.27M,-0.67%
13-Oct-14,5155.5,"5,188.30","5,188.30","5,122.00",638.88M,0.04%
14-Oct-14,5207.4,"5,155.50","5,217.70","5,130.70",817.87M,1.01%
15-Oct-14,5245.6,"5,207.40","5,252.80","5,206.10",649.12M,0.73%
16-Oct-14,5254.9,"5,245.60","5,258.60","5,162.40",835.00M,0.18%
17-Oct-14,5271.7,"5,254.90","5,308.50","5,254.90",736.39M,0.32%
19-Oct-14,5319,"5,271.70","5,342.00","5,271.70",102.40M,0.90%
20-Oct-14,5319.4,"5,271.70","5,342.00","5,271.70",462.72M,0.01%
21-Oct-14,5325,"5,319.40","5,344.50","5,312.10",745.62M,0.11%
22-Oct-14,5385.9,"5,325.00","5,388.00","5,325.00",575.53M,1.14%
23-Oct-14,5383.1,"5,385.90","5,389.20","5,364.50",593.53M,-0.05%
24-Oct-14,5412.2,"5,383.10","5,425.70","5,383.10",600.46M,0.54%
26-Oct-14,5441.4,"5,412.20","5,451.10","5,412.20",105.71M,0.54%
27-Oct-14,5459,"5,412.20","5,462.30","5,412.20",566.30M,0.32%
28-Oct-14,5452.6,"5,459.00","5,459.00","5,433.10",609.64M,-0.12%
29-Oct-14,5447.7,"5,452.60","5,481.60","5,441.30",688.82M,-0.09%
30-Oct-14,5476.2,"5,447.60","5,476.90","5,447.60",658.93M,0.52%
31-Oct-14,5526.6,"5,476.20","5,526.60","5,476.20",726.03M,0.92%
2-Nov-14,5525.3,"5,526.60","5,535.70","5,521.30",98.91M,-0.02%
3-Nov-14,5506.9,"5,526.60","5,535.70","5,499.10",514.87M,-0.33%
4-Nov-14,5519.9,"5,506.90","5,530.90","5,503.80",445.34M,0.24%
5-Nov-14,5517.9,"5,519.90","5,519.90","5,481.00",577.62M,-0.04%
6-Nov-14,5506.1,"5,517.90","5,547.50","5,493.00",610.61M,-0.21%
7-Nov-14,5549.1,"5,506.10","5,549.10","5,500.30",729.59M,0.78%
9-Nov-14,5520.5,"5,549.10","5,550.30","5,519.90",128.18M,-0.52%
10-Nov-14,5524,"5,549.10","5,550.30","5,501.40",583.27M,0.06%
11-Nov-14,5517.1,"5,524.00","5,533.80","5,508.40",612.62M,-0.12%
12-Nov-14,5463.1,"5,517.10","5,517.10","5,459.50",563.22M,-0.98%
13-Nov-14,5442.7,"5,463.10","5,470.60","5,433.60",554.02M,-0.37%
14-Nov-14,5454.3,"5,442.70","5,457.40","5,419.30",447.17M,0.21%
16-Nov-14,5444.1,"5,454.30","5,460.30","5,440.60",94.00M,-0.19%
17-Nov-14,5412.5,"5,454.30","5,460.30","5,406.20",471.44M,-0.58%
18-Nov-14,5399.7,"5,412.50","5,431.50","5,388.20",470.01M,-0.24%
19-Nov-14,5368.8,"5,399.70","5,399.70","5,366.80",566.45M,-0.57%
20-Nov-14,5316.2,"5,368.80","5,368.80","5,315.80",632.22M,-0.98%
21-Nov-14,5304.3,"5,316.20","5,327.20","5,292.90",569.50M,-0.22%
23-Nov-14,5372.3,"5,304.30","5,372.30","5,304.30",108.08M,1.28%
24-Nov-14,5361.8,"5,304.30","5,378.00","5,304.30",501.49M,-0.20%
25-Nov-14,5334.8,"5,361.80","5,361.80","5,296.80",883.55M,-0.50%
26-Nov-14,5396.2,"5,334.80","5,396.20","5,334.80",537.50M,1.15%
27-Nov-14,5400.9,"5,396.20","5,411.90","5,391.50",518.20M,0.09%
28-Nov-14,5313,"5,400.90","5,400.90","5,313.00",660.92M,-1.63%
30-Nov-14,5269,"5,313.00","5,314.30","5,268.70",119.73M,-0.83%
1-Dec-14,5207.7,"5,313.00","5,317.40","5,207.70",694.46M,-1.16%
2-Dec-14,5281.3,"5,207.70","5,284.90","5,207.70",724.28M,1.41%
3-Dec-14,5321.8,"5,281.30","5,331.60","5,261.50",645.93M,0.77%
4-Dec-14,5368.8,"5,321.80","5,373.50","5,321.80",631.94M,0.88%
5-Dec-14,5335.3,"5,368.80","5,389.40","5,308.20",639.35M,-0.62%
7-Dec-14,5374.1,"5,335.30","5,383.40","5,335.30",116.86M,0.73%
8-Dec-14,5372.7,"5,335.30","5,404.10","5,335.30",601.70M,-0.03%
9-Dec-14,5282.7,"5,372.70","5,372.70","5,282.70",776.69M,-1.68%
10-Dec-14,5259,"5,282.70","5,288.40","5,222.40",661.13M,-0.45%
11-Dec-14,5231,"5,259.00","5,259.00","5,188.00",736.33M,-0.53%
12-Dec-14,5219.6,"5,231.00","5,241.50","5,204.00",641.04M,-0.22%
14-Dec-14,5149.8,"5,219.60","5,219.60","5,146.10",127.34M,-1.34%
15-Dec-14,5186.1,"5,219.60","5,219.60","5,146.10",552.91M,0.70%
16-Dec-14,5152.3,"5,186.10","5,186.10","5,142.80",617.07M,-0.65%
17-Dec-14,5161.9,"5,152.30","5,191.30","5,150.20",603.27M,0.19%
18-Dec-14,5210.8,"5,161.90","5,265.00","5,161.90",862.03M,0.95%
19-Dec-14,5338.6,"5,210.80","5,343.10","5,210.80",1.44B,2.45%
21-Dec-14,5394.7,"5,338.60","5,409.20","5,338.60",210.90M,1.05%
22-Dec-14,5442,"5,338.60","5,442.00","5,338.60",739.14M,0.88%
23-Dec-14,5380.9,"5,442.00","5,442.00","5,380.90",445.10M,-1.12%
24-Dec-14,5394.5,"5,380.90","5,398.20","5,366.50",233.66M,0.25%
28-Dec-14,5419.3,"5,394.50","5,425.90","5,394.50",56.30M,0.46%
29-Dec-14,5473.8,"5,394.50","5,479.90","5,394.50",351.35M,1.01%
30-Dec-14,5416.6,"5,473.80","5,486.70","5,416.20",365.32M,-1.04%
