Date,Close Price,Open,High,Low,Vol.,Change %
15-May-19,6284.2,"6,239.90","6,291.30","6,239.90",528.79M,0.71%
16-May-19,6327.8,"6,284.20","6,327.80","6,272.80",668.89M,0.69%
17-May-19,6365.3,"6,327.80","6,398.30","6,327.80",590.23M,0.59%
20-May-19,6476.1,"6,365.30","6,476.10","6,365.30",659.70M,1.74%
21-May-19,6500.1,"6,476.10","6,500.10","6,444.40",669.32M,0.37%
22-May-19,6510.7,"6,500.10","6,510.90","6,478.60",628.77M,0.16%
23-May-19,6491.8,"6,510.70","6,510.70","6,480.20",637.70M,-0.29%
24-May-19,6456,"6,491.80","6,491.80","6,437.30",585.62M,-0.55%
27-May-19,6451.9,"6,455.80","6,464.60","6,447.60",436.67M,-0.06%
28-May-19,6484.8,"6,451.90","6,491.70","6,451.90",811.67M,0.51%
29-May-19,6440,"6,484.80","6,484.80","6,419.30",544.65M,-0.69%
30-May-19,6392.1,"6,440.00","6,440.00","6,379.70",719.28M,-0.74%
31-May-19,6396.9,"6,392.10","6,398.80","6,362.20",742.87M,0.08%
3-Jun-19,6320.5,"6,396.90","6,396.90","6,320.50",628.72M,-1.19%
4-Jun-19,6332.4,"6,320.50","6,343.00","6,315.60",739.81M,0.19%
5-Jun-19,6358.5,"6,332.40","6,387.60","6,332.40",624.94M,0.41%
6-Jun-19,6383,"6,358.50","6,403.20","6,358.50",618.62M,0.39%
7-Jun-19,6443.9,"6,383.00","6,443.90","6,383.00",600.02M,0.95%
11-Jun-19,6546.3,"6,443.90","6,546.30","6,443.90",737.51M,1.59%
12-Jun-19,6543.7,"6,546.30","6,587.30","6,543.70",684.41M,-0.04%
13-Jun-19,6542.4,"6,543.70","6,563.20","6,534.30",625.69M,-0.02%
14-Jun-19,6554,"6,542.40","6,559.50","6,533.00",585.18M,0.18%
17-Jun-19,6530.9,"6,554.00","6,555.40","6,527.00",571.90M,-0.35%
18-Jun-19,6570,"6,530.90","6,572.50","6,529.30",859.94M,0.60%
19-Jun-19,6648.1,"6,570.00","6,648.10","6,570.00",739.42M,1.19%
20-Jun-19,6687.4,"6,648.10","6,687.40","6,638.80",1.00B,0.59%
21-Jun-19,6650.8,"6,687.40","6,691.50","6,641.10",1.16B,-0.55%
24-Jun-19,6665.4,"6,650.80","6,665.40","6,617.00",558.76M,0.22%
25-Jun-19,6658,"6,665.40","6,680.30","6,647.30",663.40M,-0.11%
26-Jun-19,6640.5,"6,658.00","6,658.00","6,637.40",746.12M,-0.26%
27-Jun-19,6666.3,"6,640.50","6,666.30","6,606.30",676.69M,0.39%
28-Jun-19,6618.8,"6,666.30","6,670.10","6,618.80",754.15M,-0.71%
1-Jul-19,6648.1,"6,618.80","6,664.00","6,618.80",555.61M,0.44%
2-Jul-19,6653.2,"6,648.40","6,686.50","6,642.50",596.69M,0.08%
3-Jul-19,6685.5,"6,653.20","6,692.40","6,641.70",642.49M,0.49%
4-Jul-19,6718,"6,685.50","6,731.90","6,685.50",570.46M,0.49%
5-Jul-19,6751.3,"6,718.00","6,769.60","6,714.80",579.05M,0.50%
8-Jul-19,6672.2,"6,740.00","6,751.30","6,672.20",457.99M,-1.17%
9-Jul-19,6665.7,"6,672.20","6,679.00","6,641.40",550.09M,-0.10%
10-Jul-19,6689.8,"6,665.70","6,718.20","6,665.70",631.14M,0.36%
11-Jul-19,6716.1,"6,689.80","6,729.40","6,686.10",645.73M,0.39%
12-Jul-19,6696.5,"6,716.10","6,717.10","6,687.70",565.57M,-0.29%
15-Jul-19,6653,"6,694.90","6,694.90","6,638.50",456.07M,-0.65%
16-Jul-19,6641,"6,653.00","6,665.30","6,641.00",549.37M,-0.18%
17-Jul-19,6673.3,"6,641.00","6,675.40","6,626.60",523.02M,0.49%
18-Jul-19,6649.1,"6,673.30","6,673.30","6,630.70",531.30M,-0.36%
19-Jul-19,6700.3,"6,649.10","6,705.40","6,646.60",491.23M,0.77%
22-Jul-19,6691.2,"6,700.30","6,710.70","6,673.20",521.33M,-0.14%
23-Jul-19,6724.6,"6,691.20","6,730.70","6,688.80",643.34M,0.50%
24-Jul-19,6776.7,"6,724.60","6,783.30","6,724.60",629.99M,0.77%
25-Jul-19,6818,"6,776.70","6,818.00","6,771.10",681.66M,0.61%
26-Jul-19,6793.4,"6,818.00","6,818.00","6,779.50",664.36M,-0.36%
29-Jul-19,6825.8,"6,793.40","6,834.40","6,793.40",532.54M,0.48%
30-Jul-19,6845.1,"6,825.80","6,875.50","6,825.80",601.53M,0.28%
31-Jul-19,6812.6,"6,845.10","6,845.10","6,812.60",760.14M,-0.47%
1-Aug-19,6788.9,"6,812.60","6,812.60","6,780.60",583.99M,-0.35%
2-Aug-19,6768.6,"6,788.90","6,788.90","6,747.80",609.52M,-0.30%
5-Aug-19,6640.3,"6,768.60","6,768.60","6,639.40",594.67M,-1.90%
6-Aug-19,6478.1,"6,640.30","6,640.30","6,444.40",877.70M,-2.44%
7-Aug-19,6519.5,"6,478.10","6,530.20","6,467.50",648.54M,0.64%
8-Aug-19,6568.1,"6,519.50","6,568.10","6,462.30",690.77M,0.75%
9-Aug-19,6584.4,"6,568.10","6,592.50","6,562.50",664.70M,0.25%
12-Aug-19,6590.3,"6,584.40","6,590.30","6,555.10",493.34M,0.09%
13-Aug-19,6568.5,"6,590.30","6,593.30","6,558.50",695.31M,-0.33%
14-Aug-19,6595.9,"6,568.50","6,600.70","6,555.90",754.73M,0.42%
15-Aug-19,6408.1,"6,595.90","6,595.90","6,405.60",893.23M,-2.85%
16-Aug-19,6405.5,"6,408.10","6,425.30","6,396.00",758.26M,-0.04%
19-Aug-19,6467.4,"6,405.50","6,468.40","6,405.50",599.77M,0.97%
20-Aug-19,6545,"6,467.40","6,545.00","6,467.40",702.63M,1.20%
21-Aug-19,6483.3,"6,545.00","6,545.00","6,466.60",675.77M,-0.94%
22-Aug-19,6501.8,"6,483.30","6,521.30","6,483.30",631.10M,0.29%
23-Aug-19,6523.1,"6,501.80","6,529.20","6,495.30",643.57M,0.33%
26-Aug-19,6440.1,"6,523.10","6,523.10","6,409.80",703.24M,-1.27%
27-Aug-19,6471.2,"6,440.10","6,483.10","6,439.20",908.28M,0.48%
28-Aug-19,6500.6,"6,471.20","6,502.00","6,462.00",712.55M,0.45%
29-Aug-19,6507.4,"6,500.60","6,510.90","6,475.50",730.05M,0.10%
30-Aug-19,6604.2,"6,507.40","6,612.10","6,507.40",905.42M,1.49%
2-Sep-19,6579.4,"6,604.20","6,604.80","6,558.30",524.96M,-0.38%
3-Sep-19,6573.4,"6,579.40","6,591.30","6,554.30",479.38M,-0.09%
4-Sep-19,6553,"6,573.40","6,573.40","6,503.90",695.59M,-0.31%
5-Sep-19,6613.2,"6,553.00","6,622.80","6,551.00",796.29M,0.92%
6-Sep-19,6647.3,"6,613.20","6,656.10","6,613.20",702.57M,0.52%
9-Sep-19,6648,"6,647.30","6,659.70","6,631.20",542.93M,0.01%
10-Sep-19,6614.1,"6,648.00","6,654.80","6,595.70",746.33M,-0.51%
11-Sep-19,6638,"6,614.10","6,638.40","6,614.10",811.43M,0.36%
12-Sep-19,6654.9,"6,638.00","6,687.40","6,638.00",662.65M,0.25%
13-Sep-19,6669.2,"6,654.90","6,676.50","6,653.70",673.88M,0.21%
16-Sep-19,6673.5,"6,669.20","6,688.50","6,646.60",750.73M,0.06%
17-Sep-19,6695.3,"6,673.50","6,695.30","6,649.10",745.94M,0.33%
18-Sep-19,6681.6,"6,695.30","6,703.30","6,673.80",758.36M,-0.20%
19-Sep-19,6717.5,"6,681.60","6,742.90","6,681.60",997.44M,0.54%
20-Sep-19,6730.8,"6,717.50","6,775.60","6,717.50",1.25B,0.20%
23-Sep-19,6749.7,"6,730.80","6,770.00","6,730.80",506.70M,0.28%
24-Sep-19,6748.9,"6,749.70","6,764.00","6,745.30",596.96M,-0.01%
25-Sep-19,6710.2,"6,748.90","6,748.90","6,696.30",650.52M,-0.57%
26-Sep-19,6677.6,"6,710.20","6,720.80","6,667.10",594.82M,-0.49%
27-Sep-19,6716.1,"6,677.60","6,721.20","6,677.60",606.27M,0.58%
30-Sep-19,6688.3,"6,715.90","6,734.70","6,688.30",611.59M,-0.41%
1-Oct-19,6742.8,"6,688.30","6,743.70","6,687.80",612.74M,0.81%
2-Oct-19,6639.9,"6,742.80","6,742.80","6,639.80",618.75M,-1.53%
3-Oct-19,6493,"6,639.90","6,639.90","6,475.40",702.53M,-2.21%
4-Oct-19,6517.1,"6,493.00","6,532.70","6,489.90",473.32M,0.37%
7-Oct-19,6563.6,"6,517.10","6,564.90","6,517.10",272.77M,0.71%
8-Oct-19,6593.4,"6,563.60","6,601.20","6,563.60",476.48M,0.45%
9-Oct-19,6546.7,"6,593.40","6,593.40","6,520.30",504.31M,-0.71%
10-Oct-19,6547.1,"6,546.70","6,570.90","6,529.30",549.84M,0.01%
11-Oct-19,6606.8,"6,547.10","6,614.60","6,547.10",526.91M,0.91%
14-Oct-19,6642.6,"6,606.80","6,676.20","6,606.80",489.30M,0.54%
15-Oct-19,6652,"6,642.60","6,657.40","6,621.90",504.85M,0.14%
16-Oct-19,6736.5,"6,652.00","6,737.80","6,652.00",626.54M,1.27%
17-Oct-19,6684.7,"6,736.50","6,737.40","6,681.40",921.00M,-0.77%
18-Oct-19,6649.7,"6,684.70","6,684.70","6,633.90",633.43M,-0.52%
21-Oct-19,6652.5,"6,649.70","6,652.50","6,612.40",506.49M,0.04%
22-Oct-19,6672.2,"6,652.50","6,680.40","6,648.30",577.40M,0.30%
23-Oct-19,6673.1,"6,672.20","6,673.20","6,635.70",557.23M,0.01%
24-Oct-19,6693.6,"6,673.10","6,715.20","6,673.10",559.64M,0.31%
25-Oct-19,6739.2,"6,693.60","6,741.50","6,693.60",626.99M,0.68%
28-Oct-19,6740.7,"6,739.90","6,766.20","6,739.80",486.26M,0.02%
29-Oct-19,6745.4,"6,740.70","6,761.50","6,735.70",581.96M,0.07%
30-Oct-19,6689.5,"6,745.40","6,745.40","6,680.20",598.22M,-0.83%
31-Oct-19,6663.4,"6,689.50","6,689.50","6,639.80",636.03M,-0.39%
1-Nov-19,6669.1,"6,663.40","6,671.70","6,634.70",555.31M,0.09%
4-Nov-19,6686.9,"6,669.10","6,713.50","6,669.10",516.82M,0.27%
5-Nov-19,6697.1,"6,686.90","6,725.90","6,678.90",481.99M,0.15%
6-Nov-19,6660.2,"6,697.10","6,715.20","6,658.20",639.74M,-0.55%
7-Nov-19,6726.6,"6,660.20","6,727.70","6,659.70",613.24M,1.00%
8-Nov-19,6724.1,"6,726.60","6,742.20","6,706.10",666.79M,-0.04%
11-Nov-19,6772.5,"6,724.10","6,772.50","6,717.30",550.68M,0.72%
12-Nov-19,6753,"6,772.50","6,779.30","6,730.90",635.88M,-0.29%
13-Nov-19,6698.4,"6,753.00","6,766.20","6,698.30",613.36M,-0.81%
14-Nov-19,6735.1,"6,698.40","6,744.80","6,687.70",671.03M,0.55%
15-Nov-19,6793.7,"6,735.10","6,798.70","6,735.10",552.23M,0.87%
18-Nov-19,6766.8,"6,793.70","6,799.20","6,749.10",429.23M,-0.40%
19-Nov-19,6814.2,"6,766.80","6,814.20","6,755.00",562.17M,0.70%
20-Nov-19,6722.4,"6,814.20","6,814.20","6,714.90",663.71M,-1.35%
21-Nov-19,6672.9,"6,722.40","6,722.40","6,637.30",710.32M,-0.74%
22-Nov-19,6709.8,"6,672.90","6,725.10","6,672.90",522.52M,0.55%
25-Nov-19,6731.4,"6,712.00","6,758.00","6,712.00",520.99M,0.32%
26-Nov-19,6787.5,"6,731.40","6,797.60","6,731.40",1.08B,0.83%
27-Nov-19,6850.6,"6,787.50","6,852.10","6,787.50",618.47M,0.93%
28-Nov-19,6864,"6,850.60","6,879.50","6,850.60",509.66M,0.20%
29-Nov-19,6846,"6,864.00","6,893.70","6,846.00",543.50M,-0.26%
2-Dec-19,6862.3,"6,846.00","6,890.00","6,840.60",494.43M,0.24%
3-Dec-19,6712.3,"6,862.30","6,862.30","6,703.70",700.73M,-2.19%
4-Dec-19,6606.5,"6,712.30","6,712.30","6,590.10",779.90M,-1.58%
5-Dec-19,6683,"6,606.50","6,684.60","6,606.50",572.13M,1.16%
6-Dec-19,6707,"6,683.00","6,712.30","6,681.80",477.90M,0.36%
9-Dec-19,6730,"6,707.00","6,740.00","6,707.00",505.30M,0.34%
10-Dec-19,6706.9,"6,730.00","6,734.30","6,702.90",473.10M,-0.34%
11-Dec-19,6752.6,"6,706.90","6,752.60","6,706.90",638.30M,0.68%
12-Dec-19,6708.8,"6,752.60","6,753.00","6,701.20",630.71M,-0.65%
13-Dec-19,6739.7,"6,708.80","6,753.10","6,708.80",646.00M,0.46%
16-Dec-19,6849.7,"6,741.60","6,866.10","6,741.60",650.90M,1.63%
17-Dec-19,6847.3,"6,849.70","6,871.30","6,839.10",631.59M,-0.04%
18-Dec-19,6851.4,"6,847.30","6,863.80","6,833.40",650.97M,0.06%
19-Dec-19,6833.1,"6,851.40","6,872.80","6,819.90",805.70M,-0.27%
20-Dec-19,6816.3,"6,833.10","6,842.80","6,808.40",966.41M,-0.25%
23-Dec-19,6785.1,"6,816.30","6,816.30","6,785.10",364.66M,-0.46%
24-Dec-19,6794.2,"6,785.10","6,794.90","6,776.20",201.84M,0.13%
27-Dec-19,6821.7,"6,794.20","6,822.10","6,794.20",290.12M,0.40%
30-Dec-19,6804.9,"6,821.70","6,824.70","6,764.60",294.80M,-0.25%
31-Dec-19,6684.1,"6,804.90","6,804.90","6,684.10",314.21M,-1.78%
2-Jan-20,6690.6,"6,684.10","6,709.20","6,669.20",304.87M,0.10%
3-Jan-20,6733.5,"6,690.60","6,788.20","6,690.60",365.16M,0.64%
6-Jan-20,6735.7,"6,733.10","6,738.60","6,671.70",469.75M,0.03%
7-Jan-20,6826.4,"6,735.70","6,834.30","6,735.70",447.41M,1.35%
8-Jan-20,6817.6,"6,826.40","6,831.70","6,749.60",570.66M,-0.13%
9-Jan-20,6874.2,"6,817.60","6,889.20","6,817.60",502.14M,0.83%
10-Jan-20,6929,"6,874.20","6,933.20","6,874.20",516.00M,0.80%
13-Jan-20,6903.7,"6,929.00","6,929.00","6,880.70",358.10M,-0.37%
14-Jan-20,6962.2,"6,903.70","6,962.80","6,903.70",549.74M,0.85%
15-Jan-20,6994.8,"6,962.20","6,996.80","6,960.40",573.38M,0.47%
16-Jan-20,7041.8,"6,994.80","7,041.80","6,994.80",548.16M,0.67%
17-Jan-20,7064.1,"7,041.80","7,088.10","7,041.80",500.32M,0.32%
20-Jan-20,7079.5,"7,064.10","7,092.50","7,064.10",423.43M,0.22%
21-Jan-20,7066.3,"7,079.50","7,079.50","7,040.70",480.90M,-0.19%
22-Jan-20,7132.7,"7,066.30","7,144.90","7,062.20",601.97M,0.94%
23-Jan-20,7088,"7,132.70","7,132.70","7,068.80",539.66M,-0.63%
24-Jan-20,7090.5,"7,088.00","7,122.70","7,085.70",477.56M,0.04%
28-Jan-20,6994.5,"7,051.20","7,090.50","6,964.70",619.67M,-1.35%
29-Jan-20,7031.5,"6,994.50","7,046.80","6,994.50",590.50M,0.53%
30-Jan-20,7008.4,"7,031.50","7,038.20","6,993.00",685.47M,-0.33%
31-Jan-20,7017.2,"7,008.40","7,046.70","7,008.40",756.35M,0.13%
3-Feb-20,6923.3,"7,017.20","7,017.20","6,897.00",617.57M,-1.34%
4-Feb-20,6948.7,"6,923.30","6,963.30","6,915.00",599.36M,0.37%
5-Feb-20,6976.1,"6,948.70","7,009.30","6,948.70",654.14M,0.39%
6-Feb-20,7049.2,"6,976.10","7,050.00","6,976.10",687.99M,1.05%
7-Feb-20,7022.6,"7,049.20","7,051.60","7,002.00",639.84M,-0.38%
10-Feb-20,7012.5,"7,022.60","7,024.40","6,982.60",589.67M,-0.14%
11-Feb-20,7055.3,"7,012.50","7,070.20","7,012.50",618.73M,0.61%
12-Feb-20,7088.2,"7,055.30","7,098.60","7,055.10",692.66M,0.47%
13-Feb-20,7103.2,"7,088.20","7,145.80","7,086.80",737.68M,0.21%
14-Feb-20,7130.2,"7,103.20","7,138.40","7,101.10",691.32M,0.38%
17-Feb-20,7125.1,"7,130.20","7,137.40","7,104.40",501.87M,-0.07%
18-Feb-20,7113.7,"7,125.10","7,125.10","7,096.80",627.53M,-0.16%
19-Feb-20,7144.6,"7,113.70","7,144.60","7,102.90",866.41M,0.43%
20-Feb-20,7162.5,"7,144.60","7,197.20","7,144.60",832.83M,0.25%
21-Feb-20,7139,"7,162.50","7,162.60","7,135.70",1.07B,-0.33%
24-Feb-20,6978.3,"7,139.00","7,139.00","6,967.90",812.83M,-2.25%
25-Feb-20,6866.6,"6,978.30","6,978.30","6,800.00",1.04B,-1.60%
26-Feb-20,6708.1,"6,866.60","6,866.60","6,690.10",1.01B,-2.31%
27-Feb-20,6657.9,"6,708.10","6,728.20","6,630.50",1.02B,-0.75%
28-Feb-20,6441.2,"6,657.90","6,657.90","6,426.80",1.52B,-3.25%
2-Mar-20,6391.5,"6,438.90","6,438.90","6,245.20",1.47B,-0.77%
3-Mar-20,6435.7,"6,391.50","6,524.30","6,391.50",1.05B,0.69%
4-Mar-20,6325.4,"6,435.70","6,435.70","6,310.20",1.02B,-1.71%
5-Mar-20,6395.7,"6,325.40","6,447.10","6,325.40",989.84M,1.11%
6-Mar-20,6216.2,"6,395.70","6,395.70","6,216.20",959.37M,-2.81%
9-Mar-20,5760.6,"6,216.20","6,216.20","5,760.60",1.44B,-7.33%
10-Mar-20,5939.6,"5,760.60","5,939.60","5,538.90",1.80B,3.11%
11-Mar-20,5725.9,"5,939.60","5,972.50","5,725.90",1.41B,-3.60%
12-Mar-20,5304.6,"5,725.90","5,725.90","5,290.00",1.82B,-7.36%
13-Mar-20,5539.3,"5,304.60","5,539.30","4,873.70",2.26B,4.42%
16-Mar-20,5002,"5,539.30","5,539.30","5,002.00",1.64B,-9.70%
17-Mar-20,5293.4,"5,002.00","5,303.70","4,997.30",2.00B,5.83%
18-Mar-20,4953.2,"5,293.40","5,293.40","4,888.10",1.77B,-6.43%
19-Mar-20,4782.9,"4,953.20","5,102.50","4,741.00",1.87B,-3.44%
20-Mar-20,4816.6,"4,782.90","5,016.10","4,782.90",1.87B,0.70%
23-Mar-20,4546,"4,816.60","4,816.60","4,402.50",1.47B,-5.62%
24-Mar-20,4735.7,"4,546.00","4,735.70","4,546.00",1.34B,4.17%
25-Mar-20,4998.1,"4,735.70","5,024.50","4,735.70",1.35B,5.54%
26-Mar-20,5113.3,"4,998.10","5,174.40","4,998.10",1.21B,2.30%
27-Mar-20,4842.4,"5,113.30","5,236.70","4,842.40",1.46B,-5.30%
30-Mar-20,5181.4,"4,842.40","5,181.40","4,833.10",1.03B,7.00%
31-Mar-20,5076.8,"5,181.40","5,366.40","5,005.80",1.52B,-2.02%
1-Apr-20,5258.6,"5,076.80","5,272.30","5,076.80",1.06B,3.58%
2-Apr-20,5154.3,"5,258.60","5,258.60","5,065.20",1.02B,-1.98%
3-Apr-20,5067.5,"5,154.30","5,246.80","5,022.40",1.07B,-1.68%
6-Apr-20,5286.8,"5,067.50","5,302.20","5,067.50",912.70M,4.33%
7-Apr-20,5252.3,"5,286.80","5,423.10","5,187.00",1.11B,-0.65%
8-Apr-20,5206.9,"5,252.30","5,321.00","5,121.90",1.16B,-0.86%
9-Apr-20,5387.3,"5,206.90","5,387.30","5,206.90",914.16M,3.46%
14-Apr-20,5488.1,"5,387.30","5,490.70","5,360.00",1.16B,1.87%
15-Apr-20,5466.7,"5,488.10","5,533.00","5,416.40",1.02B,-0.39%
16-Apr-20,5416.3,"5,466.70","5,466.70","5,345.00",1.12B,-0.92%
17-Apr-20,5487.5,"5,416.30","5,563.60","5,416.30",1.13B,1.31%
20-Apr-20,5353,"5,486.30","5,490.60","5,353.00",855.42M,-2.45%
21-Apr-20,5221.3,"5,353.00","5,353.00","5,214.50",960.54M,-2.46%
22-Apr-20,5221.2,"5,221.30","5,251.70","5,100.70",996.73M,0.00%
23-Apr-20,5217.1,"5,221.20","5,282.60","5,181.70",876.97M,-0.08%
24-Apr-20,5242.6,"5,217.10","5,263.80","5,207.50",773.94M,0.49%
27-Apr-20,5321.4,"5,242.60","5,329.40","5,214.80",691.72M,1.50%
28-Apr-20,5313.1,"5,321.40","5,373.80","5,272.80",851.84M,-0.16%
29-Apr-20,5393.4,"5,313.10","5,393.40","5,312.70",882.57M,1.51%
30-Apr-20,5522.4,"5,393.40","5,549.10","5,393.40",1.20B,2.39%
1-May-20,5245.9,"5,522.40","5,522.40","5,245.90",1.01B,-5.01%
4-May-20,5319.8,"5,245.90","5,328.40","5,169.60",853.42M,1.41%
5-May-20,5407.1,"5,319.80","5,407.10","5,319.80",721.92M,1.64%
6-May-20,5384.6,"5,407.10","5,408.60","5,345.00",694.84M,-0.42%
7-May-20,5364.2,"5,384.60","5,388.30","5,347.30",779.96M,-0.38%
8-May-20,5391.1,"5,364.20","5,428.00","5,364.20",851.25M,0.50%
11-May-20,5461.2,"5,391.10","5,489.50","5,391.10",795.77M,1.30%
12-May-20,5403,"5,461.20","5,461.40","5,374.00",866.37M,-1.07%
13-May-20,5421.9,"5,403.00","5,421.90","5,301.90",887.60M,0.35%
14-May-20,5328.7,"5,421.70","5,421.70","5,328.70",808.23M,-1.72%
15-May-20,5404.8,"5,328.70","5,412.40","5,328.70",750.21M,1.43%
18-May-20,5460.5,"5,404.80","5,486.30","5,404.80",792.71M,1.03%
19-May-20,5559.5,"5,460.50","5,606.80","5,460.50",913.87M,1.81%
20-May-20,5573,"5,559.50","5,587.10","5,507.00",713.23M,0.24%
21-May-20,5550.4,"5,573.00","5,610.80","5,545.20",846.33M,-0.41%
22-May-20,5497,"5,550.40","5,569.70","5,494.80",759.09M,-0.96%
25-May-20,5615.6,"5,497.00","5,615.60","5,497.00",670.60M,2.16%
26-May-20,5780,"5,615.60","5,780.00","5,615.60",1.02B,2.93%
27-May-20,5775,"5,780.00","5,835.90","5,713.90",1.34B,-0.09%
28-May-20,5851.1,"5,775.00","5,922.00","5,775.00",1.21B,1.32%
29-May-20,5755.7,"5,851.10","5,851.10","5,755.70",2.38B,-1.63%
1-Jun-20,5819.2,"5,755.70","5,819.20","5,705.40",837.30M,1.10%
2-Jun-20,5835.1,"5,819.20","5,859.00","5,800.00",952.39M,0.27%
3-Jun-20,5941.6,"5,835.10","5,943.70","5,835.10",1.02B,1.83%
4-Jun-20,5991.8,"5,941.60","6,040.20","5,941.60",1.27B,0.84%
5-Jun-20,5998.7,"5,991.80","6,017.80","5,963.00",946.42M,0.12%
9-Jun-20,6144.9,"5,998.70","6,198.60","5,998.70",1.40B,2.44%
10-Jun-20,6148.4,"6,144.90","6,182.30","6,089.70",1.02B,0.06%
11-Jun-20,5960.6,"6,148.40","6,148.40","5,949.60",1.15B,-3.05%
12-Jun-20,5847.8,"5,960.60","5,960.60","5,756.50",1.32B,-1.89%
15-Jun-20,5719.8,"5,847.80","5,857.70","5,719.80",1.04B,-2.19%
16-Jun-20,5942.3,"5,719.80","5,975.80","5,719.80",1.08B,3.89%
17-Jun-20,5991.8,"5,942.30","5,991.80","5,931.50",916.88M,0.83%
18-Jun-20,5936.5,"5,991.80","5,991.80","5,888.70",1.12B,-0.92%
19-Jun-20,5942.6,"5,936.50","6,006.30","5,929.90",1.96B,0.10%
22-Jun-20,5944.5,"5,942.60","5,972.60","5,881.10",761.32M,0.03%
23-Jun-20,5954.4,"5,944.50","5,999.20","5,882.80",903.57M,0.17%
24-Jun-20,5965.7,"5,954.40","5,992.80","5,942.30",811.61M,0.19%
25-Jun-20,5817.7,"5,965.70","5,965.70","5,817.70",877.19M,-2.48%
26-Jun-20,5904.1,"5,817.70","5,913.60","5,817.70",901.34M,1.49%
29-Jun-20,5815,"5,904.10","5,904.10","5,773.20",699.34M,-1.51%
30-Jun-20,5897.9,"5,815.00","5,955.20","5,815.00",1.00B,1.43%
1-Jul-20,5934.4,"5,897.90","5,953.90","5,892.80",723.29M,0.62%
2-Jul-20,6032.7,"5,934.40","6,034.90","5,934.40",830.20M,1.66%
3-Jul-20,6057.9,"6,032.70","6,101.40","6,021.70",645.93M,0.42%
6-Jul-20,6014.6,"6,057.90","6,078.30","6,014.60",568.10M,-0.71%
7-Jul-20,6012.9,"6,014.60","6,077.30","6,004.20",763.83M,-0.03%
8-Jul-20,5920.3,"6,012.90","6,018.40","5,920.30",774.15M,-1.54%
9-Jul-20,5955.5,"5,920.30","5,998.80","5,920.30",680.98M,0.59%
10-Jul-20,5919.2,"5,955.50","5,956.20","5,899.50",565.37M,-0.61%
13-Jul-20,5977.5,"5,998.40","6,007.40","5,919.20",662.16M,0.98%
14-Jul-20,5941.1,"5,977.50","5,977.50","5,918.80",644.96M,-0.61%
15-Jul-20,6052.9,"5,941.10","6,052.90","5,941.10",655.75M,1.88%
16-Jul-20,6010.9,"6,052.90","6,078.00","5,989.90",670.40M,-0.69%
17-Jul-20,6033.6,"6,010.90","6,042.40","5,999.40",583.24M,0.38%
20-Jul-20,6001.6,"6,033.60","6,038.80","5,991.90",480.11M,-0.53%
21-Jul-20,6156.3,"6,001.60","6,160.60","6,001.60",694.75M,2.58%
22-Jul-20,6075.1,"6,156.30","6,156.30","6,055.50",609.70M,-1.32%
23-Jul-20,6094.5,"6,075.10","6,102.70","6,052.10",622.97M,0.32%
24-Jul-20,6024,"6,094.50","6,094.50","6,010.70",547.03M,-1.16%
27-Jul-20,6044.2,"6,024.00","6,044.50","6,013.10",540.09M,0.34%
28-Jul-20,6020.5,"6,044.20","6,113.80","6,019.80",718.91M,-0.39%
29-Jul-20,6006.4,"6,020.50","6,051.10","6,000.70",665.99M,-0.23%
30-Jul-20,6051.1,"6,006.40","6,067.00","6,006.40",664.05M,0.74%
31-Jul-20,5927.8,"6,051.10","6,051.10","5,893.20",879.06M,-2.04%
3-Aug-20,5926.1,"5,927.80","5,947.10","5,860.70",729.13M,-0.03%
4-Aug-20,6037.6,"5,926.10","6,059.50","5,926.10",689.61M,1.88%
5-Aug-20,6001.3,"6,037.60","6,037.60","5,964.90",629.09M,-0.60%
6-Aug-20,6042.2,"6,001.30","6,049.30","6,001.30",689.00M,0.68%
7-Aug-20,6004.8,"6,042.20","6,042.20","5,993.40",612.54M,-0.62%
10-Aug-20,6110.2,"6,004.80","6,125.30","6,004.80",640.57M,1.76%
11-Aug-20,6138.7,"6,110.20","6,186.10","6,110.20",714.14M,0.47%
12-Aug-20,6132,"6,138.70","6,154.50","6,101.10",771.47M,-0.11%
13-Aug-20,6091,"6,132.00","6,157.30","6,075.80",871.59M,-0.67%
14-Aug-20,6126.2,"6,091.00","6,139.10","6,091.00",734.64M,0.58%
17-Aug-20,6076.4,"6,126.20","6,126.20","6,059.30",686.57M,-0.81%
18-Aug-20,6123.4,"6,076.40","6,139.30","6,075.60",805.49M,0.77%
19-Aug-20,6167.6,"6,123.40","6,196.60","6,122.50",879.40M,0.72%
20-Aug-20,6120,"6,167.60","6,167.60","6,096.70",866.09M,-0.77%
21-Aug-20,6111.2,"6,120.00","6,166.40","6,104.80",812.22M,-0.14%
24-Aug-20,6129.6,"6,111.20","6,134.80","6,094.70",785.16M,0.30%
25-Aug-20,6161.4,"6,129.60","6,199.20","6,129.60",898.35M,0.52%
26-Aug-20,6116.4,"6,160.40","6,160.40","6,079.80",879.70M,-0.73%
27-Aug-20,6126.2,"6,116.40","6,159.80","6,116.40",863.79M,0.16%
28-Aug-20,6073.8,"6,126.20","6,126.20","6,056.00",785.26M,-0.86%
31-Aug-20,6060.5,"6,073.80","6,093.90","6,060.50",802.09M,-0.22%
1-Sep-20,5953.4,"6,060.50","6,060.50","5,908.90",870.05M,-1.77%
